shap,b,h,t,l,fy,fc,et,eb,n,A
1.00,166.00,166.00,5.00,660.00,274.59,34.72,0.00,0.00,1863.26,27556
1.00,166.00,166.00,5.00,660.00,274.59,34.72,0.00,0.00,1873.07,27556
1.00,166.00,166.00,5.00,660.00,274.59,34.72,0.00,0.00,1696.55,27556
1.00,166.00,166.00,5.00,660.00,274.59,34.72,0.00,0.00,1735.78,27556
1.00,166.00,166.00,5.00,660.00,274.59,34.72,0.00,0.00,2029.98,27556
1.00,166.00,166.00,5.00,660.00,274.59,34.72,0.00,0.00,2108.43,27556
1.00,121.00,121.00,12.00,500.00,294.20,11.87,0.00,0.00,2333.98,14641
1.00,121.00,121.00,12.00,500.00,294.20,33.44,0.00,0.00,2422.24,14641
1.00,121.00,121.00,12.00,500.00,294.20,46.88,0.00,0.00,2588.96,14641
1.00,166.00,166.00,5.00,350.00,274.59,34.72,0.00,0.00,1784.81,27556
1.00,166.00,166.00,5.00,350.00,274.59,34.72,0.00,0.00,2039.78,27556
1.00,166.00,166.00,5.00,500.00,274.59,34.72,0.00,0.00,2000.56,27556
1.00,166.00,166.00,5.00,500.00,274.59,34.72,0.00,0.00,2044.69,27556
1.00,166.00,166.00,5.00,660.00,274.59,34.72,0.00,0.00,1976.04,27556
1.00,166.00,166.00,5.00,1100.00,274.59,34.72,0.00,0.00,1985.85,27556
1.00,121.00,121.00,12.00,200.00,294.20,9.17,0.00,0.00,2706.64,14641
1.00,121.00,121.00,12.00,200.00,294.20,15.69,0.00,0.00,2745.86,14641
1.00,121.00,121.00,12.00,200.00,294.20,15.69,0.00,0.00,2843.93,14641
1.00,108.00,108.00,4.00,324.00,339.11,34.03,0.00,0.00,1117.96,11664
1.00,108.00,108.00,4.00,324.00,339.11,34.03,0.00,0.00,1059.12,11664
1.00,108.00,108.00,4.00,324.00,339.11,34.03,0.00,0.00,1073.83,11664
1.00,108.00,108.00,4.00,648.00,339.11,34.03,0.00,0.00,825.72,11664
1.00,108.00,108.00,4.00,648.00,339.11,34.03,0.00,0.00,828.66,11664
1.00,108.00,108.00,4.00,864.00,339.11,34.03,0.00,0.00,766.88,11664
1.00,108.00,108.00,4.00,864.00,339.11,34.03,0.00,0.00,802.18,11664
1.00,108.00,108.00,4.00,864.00,339.11,34.03,0.00,0.00,869.85,11664
1.00,108.00,108.00,4.00,1080.00,339.11,34.03,0.00,0.00,837.49,11664
1.00,108.00,108.00,4.00,1080.00,339.11,34.03,0.00,0.00,783.55,11664
1.00,108.00,108.00,4.00,1620.00,339.11,34.03,0.00,0.00,708.04,11664
1.00,108.00,108.00,4.00,1620.00,339.11,34.03,0.00,0.00,647.24,11664
1.00,108.00,108.00,4.00,1620.00,339.11,34.03,0.00,0.00,644.30,11664
1.00,108.00,108.00,4.00,2160.00,339.11,34.03,0.00,0.00,672.74,11664
1.00,108.00,108.00,4.00,2160.00,339.11,34.03,0.00,0.00,698.23,11664
1.00,108.00,108.00,4.00,2160.00,339.11,34.03,0.00,0.00,676.66,11664
1.00,108.00,108.00,4.00,2700.00,339.11,34.03,0.00,0.00,649.20,11664
1.00,108.00,108.00,4.00,3240.00,339.11,34.03,0.00,0.00,559.96,11664
1.00,108.00,108.00,4.00,3240.00,339.11,34.03,0.00,0.00,478.56,11664
1.00,108.00,108.00,4.00,3240.00,339.11,34.03,0.00,0.00,601.15,11664
1.00,108.00,108.00,4.00,4320.00,339.11,34.03,0.00,0.00,373.63,11664
1.00,108.00,108.00,4.00,4320.00,339.11,34.03,0.00,0.00,343.23,11664
1.00,108.00,108.00,4.00,4320.00,339.11,34.03,0.00,0.00,294.20,11664
1.00,108.00,108.00,4.00,5400.00,339.11,34.03,0.00,0.00,225.55,11664
1.00,108.00,108.00,4.00,5400.00,339.11,34.03,0.00,0.00,210.84,11664
1.00,108.00,108.00,4.00,5400.00,339.11,34.03,0.00,0.00,212.80,11664
1.00,101.80,101.80,2.94,200.00,319.70,17.95,0.00,0.00,627.63,10363.24
1.00,101.80,101.80,2.94,200.00,319.70,37.36,0.00,0.00,659.99,10363.24
1.00,101.80,101.80,5.70,200.00,304.99,17.95,0.00,0.00,953.21,10363.24
1.00,101.80,101.80,5.70,200.00,304.99,37.36,0.00,0.00,970.86,10363.24
1.00,100.00,100.00,0.52,200.00,244.19,17.95,0.00,0.00,238.30,10000
1.00,100.00,100.00,0.52,200.00,244.19,17.95,0.00,0.00,242.22,10000
1.00,100.00,100.00,0.52,200.00,244.19,17.95,0.00,0.00,237.32,10000
1.00,100.00,100.00,0.52,200.00,244.19,37.36,0.00,0.00,389.32,10000
1.00,100.00,100.00,0.52,200.00,244.19,37.36,0.00,0.00,394.23,10000
1.00,100.00,100.00,0.52,200.00,244.19,37.36,0.00,0.00,404.03,10000
1.00,150.00,150.00,0.70,480.00,245.17,22.56,0.00,0.00,538.39,22500
1.00,150.00,150.00,0.70,800.00,245.17,22.56,0.00,0.00,513.87,22500
1.00,150.00,150.00,1.40,800.00,245.17,22.56,0.00,0.00,697.25,22500
1.00,150.00,150.00,2.10,800.00,245.17,22.56,0.00,0.00,787.47,22500
1.00,150.00,150.00,0.70,480.00,245.17,33.44,0.00,0.00,744.32,22500
1.00,150.00,150.00,2.10,800.00,245.17,35.30,0.00,0.00,1073.83,22500
1.00,159.00,159.00,5.07,477.00,391.50,41.50,0.00,0.00,2230.00,25281
1.00,190.70,190.70,6.00,2300.00,505.04,55.90,0.00,0.00,2611.51,36366.49
1.00,190.70,190.70,6.00,3450.00,505.04,55.90,0.00,0.00,2059.40,36366.49
1.00,190.70,190.70,6.00,3450.00,505.04,48.35,0.00,0.00,2132.95,36366.49
1.00,139.70,139.70,9.22,914.40,681.92,38.41,0.00,0.00,2597.76,19516.09
1.00,139.70,139.70,9.22,3048.00,681.92,38.41,0.00,0.00,2001.70,19516.09
1.00,165.20,165.20,4.50,661.00,413.84,40.89,0.00,0.00,1562.20,27291.04
1.00,165.20,165.20,4.50,1322.00,413.84,40.89,0.00,0.00,1412.16,27291.04
1.00,165.20,165.20,4.50,1982.00,413.84,40.89,0.00,0.00,1371.95,27291.04
1.00,165.20,165.20,4.50,2974.00,413.84,40.89,0.00,0.00,1147.38,27291.04
1.00,165.20,165.20,4.50,3965.00,413.84,40.89,0.00,0.00,1018.91,27291.04
1.00,165.20,165.20,4.50,4956.00,413.84,40.89,0.00,0.00,781.59,27291.04
1.00,190.00,190.00,1.11,656.00,203.10,110.30,0.00,0.00,2940.00,36100
1.00,190.00,190.00,1.11,662.00,203.10,94.70,0.00,0.00,2462.00,36100
1.00,190.00,190.00,1.11,660.00,203.10,110.30,0.00,0.00,3000.00,36100
1.00,140.80,140.80,3.00,635.00,285.00,28.18,0.00,0.00,881.00,19824.64
1.00,141.40,141.40,6.50,635.00,313.00,23.81,0.00,0.00,1825.00,19993.96
1.00,140.00,140.00,6.68,635.00,537.00,28.18,0.00,0.00,2715.00,19600
1.00,101.50,101.50,2.40,2175.00,410.00,58.00,0.00,0.00,523.00,10302.25
1.00,165.00,165.00,2.82,580.50,363.30,48.30,0.00,0.00,1662.00,27225
1.00,190.00,190.00,1.94,663.50,256.40,41.00,0.00,0.00,1678.00,36100
1.00,190.00,190.00,1.52,664.50,306.10,48.30,0.00,0.00,1695.00,36100
1.00,190.00,190.00,1.13,664.50,185.70,41.00,0.00,0.00,1377.00,36100
1.00,190.00,190.00,0.86,659.00,210.70,41.00,0.00,0.00,1350.00,36100
1.00,165.00,165.00,2.82,580.50,363.30,80.20,0.00,0.00,2295.00,27225
1.00,190.00,190.00,1.94,663.50,256.40,74.70,0.00,0.00,2592.00,36100
1.00,190.00,190.00,1.52,663.50,306.10,80.20,0.00,0.00,2602.00,36100
1.00,190.00,190.00,1.13,662.50,185.70,80.20,0.00,0.00,2295.00,36100
1.00,190.00,190.00,0.86,663.50,210.70,74.70,0.00,0.00,2451.00,36100
1.00,165.00,165.00,2.82,577.50,363.30,108.00,0.00,0.00,2673.00,27225
1.00,159.00,159.00,4.80,650.00,433.00,64.50,0.00,0.00,2150.00,25281
1.00,219.00,219.00,6.00,1000.00,325.00,58.00,0.00,0.00,2989.00,47961
1.00,219.00,219.00,4.00,1000.00,325.00,47.60,0.00,0.00,1930.60,47961
1.00,219.00,219.00,4.00,1000.00,325.00,52.30,0.00,0.00,1979.60,47961
1.00,133.00,133.00,4.50,1862.00,325.00,42.20,0.00,0.00,882.00,17689
1.00,133.00,133.00,4.50,1862.00,325.00,42.20,0.00,0.00,715.00,17689
1.00,133.00,133.00,4.50,2793.00,325.00,42.20,0.00,0.00,784.00,17689
1.00,133.00,133.00,4.50,465.00,325.00,42.20,0.00,0.00,800.00,17689
1.00,114.43,114.43,3.98,300.00,343.00,31.40,0.00,0.00,948.00,13094.2249
1.00,114.57,114.57,3.99,300.00,343.00,93.60,0.00,0.00,1308.00,13126.2849
1.00,114.43,114.43,3.82,300.00,343.00,34.70,0.00,0.00,929.00,13094.2249
1.00,114.26,114.26,3.93,300.00,343.00,97.20,0.00,0.00,1359.00,13055.3476
1.00,114.88,114.88,4.91,300.50,365.00,34.70,0.00,0.00,1380.00,13197.4144
1.00,115.04,115.04,4.92,300.00,365.00,104.90,0.00,0.00,1787.00,13234.2016
1.00,115.02,115.02,5.02,300.50,365.00,57.60,0.00,0.00,1413.00,13229.6004
1.00,114.49,114.49,3.75,299.30,343.00,57.60,0.00,0.00,1038.00,13107.9601
1.00,114.29,114.29,3.75,300.00,343.00,57.60,0.00,0.00,1067.00,13062.2041
1.00,114.30,114.30,3.85,300.00,343.00,31.90,0.00,0.00,998.00,13064.49
1.00,114.09,114.09,3.85,300.50,343.00,31.90,0.00,0.00,948.00,13016.5281
1.00,114.54,114.54,3.84,300.00,343.00,98.90,0.00,0.00,1359.00,13119.4116
1.00,114.37,114.37,3.85,299.50,343.00,98.90,0.00,0.00,1182.00,13080.4969
1.00,149.00,149.00,2.96,447.00,308.00,25.40,0.00,0.00,941.00,22201
1.00,149.00,149.00,2.96,447.00,308.00,40.50,0.00,0.00,1064.00,22201
1.00,149.00,149.00,2.96,447.00,308.00,40.50,0.00,0.00,1080.00,22201
1.00,149.00,149.00,2.96,447.00,308.00,77.00,0.00,0.00,1781.00,22201
1.00,301.00,301.00,2.96,903.00,279.00,25.40,0.00,0.00,2382.00,90601
1.00,122.00,122.00,4.54,366.00,576.00,25.40,0.00,0.00,1509.00,14884
1.00,122.00,122.00,4.54,366.00,576.00,40.50,0.00,0.00,1657.00,14884
1.00,122.00,122.00,4.54,366.00,576.00,40.50,0.00,0.00,1663.00,14884
1.00,122.00,122.00,4.54,366.00,576.00,77.00,0.00,0.00,2100.00,14884
1.00,108.00,108.00,6.47,324.00,853.00,25.40,0.00,0.00,2275.00,11664
1.00,109.00,109.00,6.47,327.00,853.00,40.50,0.00,0.00,2446.00,11881
1.00,108.00,108.00,6.47,324.00,853.00,40.50,0.00,0.00,2402.00,11664
1.00,108.00,108.00,6.47,324.00,853.00,77.00,0.00,0.00,2713.00,11664
1.00,100.00,100.00,1.90,300.00,404.00,121.60,0.00,0.00,1125.00,10000
1.00,100.00,100.00,1.90,300.00,404.00,121.60,0.00,0.00,1085.00,10000
1.00,100.00,100.00,1.90,300.00,404.00,121.60,0.00,0.00,1100.00,10000
1.00,100.00,100.00,1.90,300.00,404.00,121.60,0.00,0.00,1170.00,10000
1.00,100.00,100.00,1.90,900.00,404.00,121.60,0.00,0.00,1065.00,10000
1.00,100.00,100.00,1.90,900.00,404.00,121.60,0.00,0.00,980.00,10000
1.00,100.00,100.00,1.90,1500.00,404.00,121.60,0.00,0.00,907.00,10000
1.00,100.00,100.00,1.90,1500.00,404.00,121.60,0.00,0.00,760.00,10000
1.00,100.00,100.00,1.90,3000.00,404.00,121.60,0.00,0.00,288.00,10000
1.00,100.00,100.00,1.90,3000.00,404.00,121.60,0.00,0.00,317.50,10000
1.00,114.85,114.85,3.00,1000.00,354.05,40.30,0.00,0.00,806.40,13190.5225
1.00,114.85,114.85,3.00,1500.00,354.05,40.30,0.00,0.00,688.20,13190.5225
1.00,114.85,114.85,3.00,2000.00,354.05,40.30,0.00,0.00,632.20,13190.5225
1.00,114.85,114.85,3.00,2500.00,354.05,40.30,0.00,0.00,566.10,13190.5225
1.00,127.30,127.30,3.00,1000.00,345.20,40.30,0.00,0.00,912.10,16205.29
1.00,127.30,127.30,3.00,1500.00,345.20,40.30,0.00,0.00,848.50,16205.29
1.00,127.30,127.30,3.00,2000.00,345.20,40.30,0.00,0.00,715.80,16205.29
1.00,127.30,127.30,3.00,2500.00,345.20,40.30,0.00,0.00,638.80,16205.29
1.00,139.20,139.20,3.00,1000.00,361.95,40.30,0.00,0.00,1059.80,19376.64
1.00,139.20,139.20,3.00,1500.00,361.95,40.30,0.00,0.00,941.90,19376.64
1.00,139.20,139.20,3.00,2000.00,361.95,40.30,0.00,0.00,868.30,19376.64
1.00,139.20,139.20,3.00,2500.00,361.95,40.30,0.00,0.00,750.70,19376.64
1.00,152.40,152.40,3.00,1000.00,488.20,30.90,0.00,0.00,1463.30,23225.76
1.00,152.40,152.40,3.00,1500.00,488.20,30.90,0.00,0.00,1209.10,23225.76
1.00,152.40,152.40,3.00,2000.00,488.20,30.90,0.00,0.00,1167.30,23225.76
1.00,152.40,152.40,3.00,2500.00,394.30,30.90,0.00,0.00,968.90,23225.76
1.00,165.10,165.10,3.00,1000.00,438.20,30.90,0.00,0.00,1549.50,27258.01
1.00,165.10,165.10,3.00,1500.00,438.20,30.90,0.00,0.00,1338.00,27258.01
1.00,165.10,165.10,3.00,2000.00,438.20,30.90,0.00,0.00,1234.50,27258.01
1.00,165.10,165.10,3.00,2500.00,430.30,30.90,0.00,0.00,1232.00,27258.01
1.00,193.70,193.70,3.00,1000.00,398.80,30.90,0.00,0.00,1999.60,37519.69
1.00,193.70,193.70,3.50,1500.00,398.80,30.90,0.00,0.00,1817.10,37519.69
1.00,193.70,193.70,3.50,2000.00,398.80,30.90,0.00,0.00,1796.30,37519.69
1.00,193.70,193.70,3.50,2500.00,392.20,30.90,0.00,0.00,1620.80,37519.69
1.00,150.00,150.00,3.00,675.00,324.40,52.60,0.00,0.00,1462.00,22500
1.00,150.00,150.00,3.00,900.00,324.40,52.60,0.00,0.00,1489.00,22500
1.00,111.64,111.64,1.90,400.00,261.30,47.80,0.00,0.00,666.60,12463.4896
1.00,111.64,111.64,1.90,400.00,261.30,56.70,0.00,0.00,701.90,12463.4896
1.00,113.64,113.64,3.64,400.00,259.60,56.70,0.00,0.00,1011.00,12914.0496
1.00,76.21,76.21,2.52,300.00,286.00,145.00,0.00,0.00,752.00,5807.9641
1.00,76.12,76.12,2.51,300.00,286.00,145.00,0.00,0.00,762.00,5794.2544
1.00,76.11,76.11,2.48,300.00,286.00,145.00,0.00,0.00,774.00,5792.7321
1.00,76.19,76.19,2.99,300.00,278.00,145.00,0.00,0.00,805.00,5804.9161
1.00,75.84,75.84,2.99,300.00,278.00,145.00,0.00,0.00,796.00,5751.7056
1.00,75.97,75.97,2.98,300.00,278.00,145.00,0.00,0.00,801.00,5771.4409
1.00,76.18,76.18,3.31,300.00,305.00,145.00,0.00,0.00,841.00,5803.3924
1.00,159.00,159.00,6.00,2135.00,394.00,37.70,0.00,0.00,1414.00,25281
1.00,159.00,159.00,6.00,2135.00,457.00,120.10,0.00,0.00,2792.00,25281
1.00,159.00,159.00,6.00,2135.00,487.00,116.00,0.00,0.00,2193.00,25281
1.00,114.30,114.30,2.74,300.00,235.00,56.20,0.00,0.00,901.81,13064.49
1.00,114.30,114.30,2.74,300.00,235.00,66.75,0.00,0.00,981.23,13064.49
1.00,114.30,114.30,2.74,300.00,235.00,107.20,0.00,0.00,1295.06,13064.49
1.00,114.30,114.30,5.90,300.00,355.00,56.20,0.00,0.00,1735.77,13064.49
1.00,114.30,114.30,5.90,300.00,355.00,66.75,0.00,0.00,1818.62,13064.49
1.00,114.30,114.30,5.90,300.00,355.00,107.20,0.00,0.00,1989.86,13064.49
1.00,114.30,114.30,2.74,600.00,235.00,56.20,0.00,0.00,947.75,13064.49
1.00,114.30,114.30,2.74,600.00,235.00,66.75,0.00,0.00,1031.92,13064.49
1.00,114.30,114.30,2.74,600.00,235.00,107.20,0.00,0.00,1296.61,13064.49
1.00,114.30,114.30,5.90,600.00,355.00,56.20,0.00,0.00,1723.19,13064.49
1.00,114.30,114.30,5.90,600.00,355.00,66.75,0.00,0.00,1810.94,13064.49
1.00,114.30,114.30,5.90,600.00,355.00,107.20,0.00,0.00,1968.06,13064.49
1.00,114.30,114.30,2.74,900.00,235.00,56.20,0.00,0.00,877.28,13064.49
1.00,114.30,114.30,2.74,900.00,235.00,66.75,0.00,0.00,983.51,13064.49
1.00,114.30,114.30,2.74,900.00,235.00,107.20,0.00,0.00,1233.24,13064.49
1.00,114.30,114.30,5.90,900.00,355.00,56.20,0.00,0.00,1592.48,13064.49
1.00,114.30,114.30,5.90,900.00,355.00,66.75,0.00,0.00,1713.34,13064.49
1.00,114.30,114.30,5.90,900.00,355.00,107.20,0.00,0.00,1907.29,13064.49
1.00,152.00,152.00,1.70,900.00,270.00,73.00,0.00,0.00,1550.00,23104
1.00,152.00,152.00,1.70,900.00,270.00,73.00,0.00,0.00,1458.00,23104
1.00,152.00,152.00,1.70,500.00,270.00,73.00,0.00,0.00,1548.00,23104
1.00,152.00,152.00,1.70,500.00,270.00,73.00,0.00,0.00,1448.00,23104
1.00,152.00,152.00,1.70,660.00,328.00,85.00,0.00,0.00,1863.00,23104
1.00,152.00,152.00,1.70,660.00,328.00,85.00,0.00,0.00,1895.00,23104
1.00,114.30,114.30,3.60,250.00,403.00,173.50,0.00,0.00,2422.00,13064.49
1.00,114.30,114.30,3.60,250.00,403.00,173.50,0.00,0.00,2340.00,13064.49
1.00,114.30,114.30,3.60,250.00,403.00,184.20,0.00,0.00,2497.00,13064.49
1.00,114.30,114.30,3.60,250.00,403.00,184.20,0.00,0.00,2314.00,13064.49
1.00,114.30,114.30,3.60,250.00,428.00,173.50,0.00,0.00,2610.00,13064.49
1.00,114.30,114.30,3.60,250.00,428.00,173.50,0.00,0.00,2633.00,13064.49
1.00,165.00,165.00,2.37,615.00,287.50,30.20,0.00,0.00,1008.00,27225
1.00,165.00,165.00,2.37,615.00,287.50,30.20,0.00,0.00,996.00,27225
1.00,114.30,114.30,3.60,250.00,403.00,173.50,0.00,0.00,2422.00,13064.49
1.00,114.30,114.30,3.60,250.00,403.00,173.50,0.00,0.00,2340.00,13064.49
1.00,114.30,114.30,3.60,250.00,403.00,184.20,0.00,0.00,2497.00,13064.49
1.00,114.30,114.30,3.60,250.00,403.00,184.20,0.00,0.00,2314.00,13064.49
1.00,114.30,114.30,6.30,250.00,428.00,173.50,0.00,0.00,2610.00,13064.49
1.00,114.30,114.30,6.30,250.00,428.00,173.50,0.00,0.00,2633.00,13064.49
1.00,113.70,113.70,2.09,342.00,269.90,59.00,0.00,0.00,904.00,12927.69
1.00,113.70,113.70,2.06,342.00,269.90,113.20,0.00,0.00,1491.00,12927.69
1.00,113.70,113.70,2.05,342.00,269.90,130.80,0.00,0.00,1535.00,12927.69
1.00,114.90,114.90,3.93,342.00,304.30,59.00,0.00,0.00,1163.00,13202.01
1.00,114.90,114.90,4.01,342.00,304.30,113.20,0.00,0.00,1631.00,13202.01
1.00,114.90,114.90,4.01,342.00,304.30,130.80,0.00,0.00,1748.00,13202.01
1.00,107.90,107.90,7.99,342.00,251.80,59.00,0.00,0.00,1249.00,11642.41
1.00,107.90,107.90,8.01,342.00,251.80,113.20,0.00,0.00,1482.00,11642.41
1.00,107.90,107.90,8.03,342.00,251.80,130.80,0.00,0.00,1613.00,11642.41
1.00,168.30,168.30,2.80,300.00,317.80,37.71,0.00,0.00,1282.50,28324.89
1.00,168.30,168.30,2.80,300.00,317.80,93.74,0.00,0.00,2375.70,28324.89
1.00,159.00,159.00,3.00,300.00,336.28,33.39,0.00,0.00,1185.70,25281
1.00,159.00,159.00,3.00,300.00,336.28,90.85,0.00,0.00,2021.70,25281
1.00,120.00,120.00,2.50,300.00,445.52,41.44,0.00,0.00,879.20,14400
1.00,120.00,120.00,2.50,300.00,445.52,94.68,0.00,0.00,1417.20,14400
1.00,100.00,100.00,3.00,300.00,432.09,34.04,0.00,0.00,724.00,10000
1.00,100.00,100.00,3.00,300.00,432.82,93.51,0.00,0.00,1141.30,10000
1.00,101.60,101.60,3.00,300.00,425.03,34.04,0.00,0.00,703.30,10322.56
1.00,101.60,101.60,3.00,300.00,425.03,93.51,0.00,0.00,1075.50,10322.56
1.00,153.00,153.00,1.54,306.00,345.00,73.20,0.00,0.00,1823.00,23409
1.00,153.00,153.00,1.54,306.00,345.00,73.20,0.00,0.00,1842.00,23409
1.00,153.00,153.00,1.54,306.00,345.00,73.20,0.00,0.00,1872.00,23409
1.00,157.00,157.00,2.48,314.00,326.00,73.20,0.00,0.00,2117.00,24649
1.00,157.00,157.00,2.48,314.00,326.00,73.20,0.00,0.00,2058.00,24649
1.00,157.00,157.00,2.48,314.00,326.00,73.20,0.00,0.00,2068.00,24649
1.00,153.00,153.00,3.64,306.00,320.00,73.20,0.00,0.00,2264.00,23409
1.00,153.00,153.00,3.64,306.00,320.00,73.20,0.00,0.00,2274.00,23409
1.00,153.00,153.00,3.64,306.00,320.00,73.20,0.00,0.00,2205.00,23409
1.00,57.15,57.15,2.00,700.00,250.00,60.70,0.00,0.00,206.10,3266.1225
1.00,63.50,63.50,2.00,700.00,250.00,42.40,0.00,0.00,202.30,4032.25
1.00,63.50,63.50,1.60,700.00,250.00,51.70,0.00,0.00,210.50,4032.25
1.00,63.50,63.50,2.00,700.00,250.00,51.70,0.00,0.00,231.30,4032.25
1.00,63.50,63.50,1.60,700.00,250.00,60.70,0.00,0.00,226.70,4032.25
1.00,63.50,63.50,2.00,700.00,250.00,60.70,0.00,0.00,240.60,4032.25
1.00,57.15,57.15,2.00,490.00,250.00,42.40,0.00,0.00,205.80,3266.1225
1.00,57.15,57.15,2.00,490.00,250.00,51.70,0.00,0.00,221.90,3266.1225
1.00,57.15,57.15,1.60,490.00,250.00,60.70,0.00,0.00,201.50,3266.1225
1.00,57.15,57.15,2.00,490.00,250.00,60.70,0.00,0.00,231.30,3266.1225
1.00,63.50,63.50,1.60,490.00,250.00,42.40,0.00,0.00,226.30,4032.25
1.00,63.50,63.50,2.00,490.00,250.00,42.40,0.00,0.00,243.60,4032.25
1.00,63.50,63.50,1.25,490.00,250.00,51.70,0.00,0.00,208.00,4032.25
1.00,63.50,63.50,1.60,490.00,250.00,51.70,0.00,0.00,240.80,4032.25
1.00,63.50,63.50,2.00,490.00,250.00,51.70,0.00,0.00,269.00,4032.25
1.00,63.50,63.50,1.25,490.00,250.00,60.70,0.00,0.00,239.10,4032.25
1.00,63.50,63.50,1.60,490.00,250.00,60.70,0.00,0.00,262.00,4032.25
1.00,63.50,63.50,2.00,490.00,250.00,60.70,0.00,0.00,280.20,4032.25
1.00,63.50,63.50,2.00,350.00,250.00,51.70,0.00,0.00,204.46,4032.25
1.00,63.50,63.50,1.60,350.00,250.00,60.70,0.00,0.00,212.35,4032.25
1.00,63.50,63.50,2.00,350.00,250.00,60.70,0.00,0.00,227.53,4032.25
1.00,140.00,140.00,4.50,420.00,374.20,28.00,0.00,0.00,1275.30,19600
1.00,140.00,140.00,4.50,420.00,374.20,28.00,0.00,0.00,1294.50,19600
1.00,140.00,140.00,4.50,420.00,374.20,39.00,0.00,0.00,1406.40,19600
1.00,140.00,140.00,4.50,420.00,374.20,39.00,0.00,0.00,1405.00,19600
1.00,140.00,140.00,4.50,420.00,374.20,52.00,0.00,0.00,1524.30,19600
1.00,140.00,140.00,4.50,420.00,374.20,52.00,0.00,0.00,1530.40,19600
1.00,140.00,140.00,4.50,420.00,462.90,28.00,0.00,0.00,1646.70,19600
1.00,140.00,140.00,4.50,420.00,462.90,28.00,0.00,0.00,1662.30,19600
1.00,140.00,140.00,4.50,420.00,462.90,39.00,0.00,0.00,1763.90,19600
1.00,140.00,140.00,4.50,420.00,462.90,39.00,0.00,0.00,1753.80,19600
1.00,140.00,140.00,4.50,420.00,462.90,52.00,0.00,0.00,1865.20,19600
1.00,140.00,140.00,4.50,420.00,462.90,52.00,0.00,0.00,1871.60,19600
1.00,190.70,190.70,5.30,572.10,382.50,41.00,0.00,0.00,2530.30,36366.49
1.00,190.70,190.70,5.30,572.10,382.50,41.00,0.00,0.00,2544.80,36366.49
1.00,216.30,216.30,4.50,648.90,371.90,41.00,0.00,0.00,2740.40,46785.69
1.00,216.30,216.30,4.50,648.90,371.90,41.00,0.00,0.00,2751.20,46785.69
1.00,60.00,60.00,1.87,180.00,282.00,85.20,0.00,0.00,312.00,3600
1.00,60.00,60.00,1.87,180.00,282.00,85.20,0.00,0.00,320.00,3600
1.00,100.00,100.00,1.87,300.00,282.00,85.20,0.00,0.00,822.00,10000
1.00,100.00,100.00,1.87,300.00,282.00,85.20,0.00,0.00,845.00,10000
1.00,150.00,150.00,1.87,450.00,282.00,85.20,0.00,0.00,1701.00,22500
1.00,150.00,150.00,1.87,450.00,282.00,85.20,0.00,0.00,1670.00,22500
1.00,200.00,200.00,1.87,600.00,282.00,85.20,0.00,0.00,2783.00,40000
1.00,200.00,200.00,1.87,600.00,282.00,85.20,0.00,0.00,2824.00,40000
1.00,60.00,60.00,2.00,180.00,404.00,85.20,0.00,0.00,427.00,3600
1.00,60.00,60.00,2.00,180.00,404.00,85.20,0.00,0.00,415.00,3600
1.00,100.00,100.00,2.00,300.00,404.00,85.20,0.00,0.00,930.00,10000
1.00,100.00,100.00,2.00,300.00,404.00,85.20,0.00,0.00,920.00,10000
1.00,150.00,150.00,2.00,450.00,404.00,85.20,0.00,0.00,1870.00,22500
1.00,150.00,150.00,2.00,450.00,404.00,85.20,0.00,0.00,1743.00,22500
1.00,60.00,60.00,2.00,180.00,404.00,90.00,0.00,0.00,432.00,3600
1.00,60.00,60.00,2.00,180.00,404.00,90.00,0.00,0.00,437.00,3600
1.00,150.00,150.00,2.00,450.00,404.00,90.00,0.00,0.00,1980.00,22500
1.00,150.00,150.00,2.00,450.00,404.00,90.00,0.00,0.00,1910.00,22500
1.00,108.00,108.00,4.50,4158.00,348.10,31.80,0.00,0.00,342.00,11664
1.00,108.00,108.00,4.50,4158.00,348.10,31.80,0.00,0.00,292.00,11664
1.00,108.00,108.00,4.50,4158.00,348.10,46.80,0.00,0.00,298.00,11664
1.00,108.00,108.00,4.50,4158.00,348.10,46.80,0.00,0.00,280.00,11664
1.00,108.00,108.00,4.50,4023.00,348.10,46.80,0.00,0.00,318.00,11664
1.00,108.00,108.00,4.50,4023.00,348.10,46.80,0.00,0.00,320.00,11664
1.00,108.00,108.00,4.50,3807.00,348.10,31.80,0.00,0.00,350.00,11664
1.00,108.00,108.00,4.50,3807.00,348.10,31.80,0.00,0.00,370.00,11664
1.00,108.00,108.00,4.50,3510.00,348.10,31.80,0.00,0.00,400.00,11664
1.00,108.00,108.00,4.50,3510.00,348.10,31.80,0.00,0.00,390.00,11664
1.00,108.00,108.00,4.50,3510.00,348.10,46.80,0.00,0.00,440.00,11664
1.00,151.00,151.00,3.20,620.00,265.00,25.40,0.00,0.00,1129.00,22801
1.00,150.00,150.00,3.20,620.00,265.00,25.40,0.00,0.00,1123.00,22500
1.00,199.00,199.00,3.20,835.00,265.00,25.40,0.00,0.00,1535.00,39601
1.00,198.00,198.00,3.20,835.00,265.00,25.40,0.00,0.00,1560.00,39204
1.00,251.00,251.00,3.20,1050.00,265.00,25.40,0.00,0.00,2033.00,63001
1.00,300.00,300.00,3.20,1250.00,265.00,25.40,0.00,0.00,2012.00,90000
